X,Y,OBJECTID,Concelho,ConfirmadosAcumulado,Recuperados,Obitos,Data,Dicofre
-7.39943996799997,39.2694277730001,20322,PORTALEGRE,5,0,0,2020/04/30 11:00:00,1214
-7.6967261199999,38.301983039,20323,PORTEL,6,0,0,2020/04/30 11:00:00,0709
-8.58336393499997,37.191398737,20324,PORTIMÃO,35,0,0,2020/04/30 11:00:00,0811
-8.62165234199995,41.161641108,20325,PORTO,1217,0,0,2020/04/30 11:00:00,1312
-8.81714375699994,39.5581283610001,20326,PORTO DE MÓS,8,0,0,2020/04/30 11:00:00,1016
-16.343868533,33.066258706,20327,PORTO SANTO,5,0,0,2020/04/30 11:00:00,3201
-8.25256062799997,41.5882242810001,20328,PÓVOA DE LANHOSO,50,0,0,2020/04/30 11:00:00,0309
-8.71798188,41.419305782,20329,PÓVOA DE VARZIM,124,0,0,2020/04/30 11:00:00,1313
-7.47726892,38.396326232,20330,REGUENGOS DE MONSARAZ,5,0,0,2020/04/30 11:00:00,0711
-7.93983940199996,41.0760559890001,20331,RESENDE,62,0,0,2020/04/30 11:00:00,1813
-7.79696951799997,41.508854652,20332,RIBEIRA DE PENA,3,0,0,2020/04/30 11:00:00,1709
-8.90141978099996,39.328874581,20333,RIO MAIOR,15,0,0,2020/04/30 11:00:00,1414
-7.59880991499995,41.2525807310001,20334,SABROSA,7,0,0,2020/04/30 11:00:00,1710
-8.68761465599994,39.0466507200001,20335,SALVATERRA DE MAGOS,8,0,0,2020/04/30 11:00:00,1415
-8.11574662099997,40.4005526230001,20336,SANTA COMBA DÃO,9,0,0,2020/04/30 11:00:00,1814
-16.84120753,32.6903325050001,20337,SANTA CRUZ,5,0,0,2020/04/30 11:00:00,3108
-8.5108260499999,40.967152583,20338,SANTA MARIA DA FEIRA,396,0,0,2020/04/30 11:00:00,0109
-8.72895002399997,39.3370532070001,20339,SANTARÉM,74,0,0,2020/04/30 11:00:00,1416
-8.5682732399999,37.953377969,20340,SANTIAGO DO CACÉM,14,0,0,2020/04/30 11:00:00,1509
-8.44426729899993,41.3207422450001,20341,SANTO TIRSO,344,0,0,2020/04/30 11:00:00,1314
-8.49069668799996,40.8956721870001,20342,SÃO JOÃO DA MADEIRA,62,0,0,2020/04/30 11:00:00,0116
-8.09465289799994,40.8164173550001,20343,SÃO PEDRO DO SUL,6,0,0,2020/04/30 11:00:00,1816
-28.316777848,38.495596011,20344,SÃO ROQUE DO PICO,3,0,0,2020/04/30 11:00:00,4603
-7.67405696,40.770318655,20345,SÁTÃO,7,0,0,2020/04/30 11:00:00,1817
-7.71936877899998,40.3779322240001,20346,SEIA,13,0,0,2020/04/30 11:00:00,0912
-9.10889166699997,38.6048511120001,20347,SEIXAL,165,0,0,2020/04/30 11:00:00,1510
-7.50716996699998,40.909978048,20348,SERNANCELHE,4,0,0,2020/04/30 11:00:00,1818
-7.48958461499996,37.933233366,20349,SERPA,18,0,0,2020/04/30 11:00:00,0213
-8.09883109499998,39.8245699670001,20350,SERTÃ,4,0,0,2020/04/30 11:00:00,0509
-9.11995197699997,38.49498078,20351,SESIMBRA,19,0,0,2020/04/30 11:00:00,1511
-8.88785857699997,38.5162025820001,20352,SETÚBAL,60,0,0,2020/04/30 11:00:00,1512
-8.3517698599999,40.724181748,20353,SEVER DO VOUGA,32,0,0,2020/04/30 11:00:00,0117
-8.34590362799997,37.2704221390001,20354,SILVES,22,0,0,2020/04/30 11:00:00,0813
-9.35759928299996,38.8231430590001,20355,SINTRA,586,0,0,2020/04/30 11:00:00,1111
-8.62013186199994,40.0668475,20356,SOURE,21,0,0,2020/04/30 11:00:00,0615
-8.01507739499993,40.334304289,20357,TÁBUA,31,0,0,2020/04/30 11:00:00,0616
-7.73235419299994,37.2251364620001,20358,TAVIRA,30,0,0,2020/04/30 11:00:00,0814
-8.19111412399997,41.7390901420001,20359,TERRAS DE BOURO,8,0,0,2020/04/30 11:00:00,0310
-8.38677468699996,39.603141803,20360,TOMAR,11,0,0,2020/04/30 11:00:00,1418
-8.12273667499994,40.5434714740001,20361,TONDELA,12,0,0,2020/04/30 11:00:00,1821
-7.01694297199998,41.1725814810001,20362,TORRE DE MONCORVO,23,0,0,2020/04/30 11:00:00,0409
-8.55044329,39.505887622,20363,TORRES NOVAS,11,0,0,2020/04/30 11:00:00,1419
-9.26065643799996,39.1049467450001,20364,TORRES VEDRAS,29,0,0,2020/04/30 11:00:00,1113
-7.33477547599995,40.7914059880001,20365,TRANCOSO,15,0,0,2020/04/30 11:00:00,0913
-8.56724672,41.3111358020001,20366,TROFA,137,0,0,2020/04/30 11:00:00,1318
-8.68962428099996,40.51561457,20367,VAGOS,19,0,0,2020/04/30 11:00:00,0118
-8.33595427699993,40.833481572,20368,VALE DE CAMBRA,135,0,0,2020/04/30 11:00:00,0119
-8.60635103699997,41.9983694590001,20369,VALENÇA,7,0,0,2020/04/30 11:00:00,1608
-8.49428629699997,41.2064478550001,20370,VALONGO,724,0,0,2020/04/30 11:00:00,1315
-7.34124394699995,41.6118824370001,20371,VALPAÇOS,6,0,0,2020/04/30 11:00:00,1712
-28.1511754369999,38.683382296,20372,VELAS,5,0,0,2020/04/30 11:00:00,4502
-8.51475817299996,38.6551898220001,20373,VENDAS NOVAS,6,0,0,2020/04/30 11:00:00,0712
-8.75949017599993,41.717139123,20374,VIANA DO CASTELO,158,0,0,2020/04/30 11:00:00,1609
-8.10401599099993,41.6314020520001,20375,VIEIRA DO MINHO,28,0,0,2020/04/30 11:00:00,0311
-27.155321691,38.746868883,20376,VILA DA PRAIA DA VITÓRIA,7,0,0,2020/04/30 11:00:00,4302
-8.68331163499994,41.3377724960001,20377,VILA DO CONDE,245,0,0,2020/04/30 11:00:00,1316
-7.15961069899993,41.3217829600001,20378,VILA FLOR,5,0,0,2020/04/30 11:00:00,0410
-8.98450526699997,38.922122685,20379,VILA FRANCA DE XIRA,174,0,0,2020/04/30 11:00:00,1114
-8.40048461799995,39.4817937550001,20380,VILA NOVA DA BARQUINHA,3,0,0,2020/04/30 11:00:00,1420
-8.70672637899997,41.9174110220001,20381,VILA NOVA DE CERVEIRA,7,0,0,2020/04/30 11:00:00,1610
-8.50350018299997,41.4086407670001,20382,VILA NOVA DE FAMALICÃO,345,0,0,2020/04/30 11:00:00,0312
-7.1700754299999,41.0526205310001,20383,VILA NOVA DE FOZ CÔA,72,0,0,2020/04/30 11:00:00,0914
-8.58046458899997,41.0746034160001,20384,VILA NOVA DE GAIA,1374,0,0,2020/04/30 11:00:00,1317
-8.25012736,40.2168529250001,20385,VILA NOVA DE POIARES,4,0,0,2020/04/30 11:00:00,0617
-7.62341024299997,41.5111382420001,20386,VILA POUCA DE AGUIAR,3,0,0,2020/04/30 11:00:00,1713
-7.73870894099997,41.311627597,20387,VILA REAL,147,0,0,2020/04/30 11:00:00,1714
-7.51867063499998,37.194264316,20388,VILA REAL DE SANTO ANTÓNIO,12,0,0,2020/04/30 11:00:00,0816
-8.44355235499995,41.680809723,20389,VILA VERDE,156,0,0,2020/04/30 11:00:00,0313
-6.53065797499994,41.5707676500001,20390,VIMIOSO,8,0,0,2020/04/30 11:00:00,0411
-7.04862618099997,41.8327764570001,20391,VINHAIS,26,0,0,2020/04/30 11:00:00,0412
-7.90554440599993,40.6881545730001,20392,VISEU,80,0,0,2020/04/30 11:00:00,1823
-8.29574398899996,41.3732108730001,20393,VIZELA,93,0,0,2020/04/30 11:00:00,0314
-8.13927914499993,40.6748772170001,20394,VOUZELA,8,0,0,2020/04/30 11:00:00,1824
-8.15786551,39.426537109,20395,ABRANTES,8,0,0,2020/05/01 11:00:00,1401
-8.39540551699997,40.5858772550001,20396,ÁGUEDA,46,0,0,2020/05/01 11:00:00,0101
-8.49532314299995,40.7002437370001,20397,ALBERGARIA-A-VELHA,82,0,0,2020/05/01 11:00:00,0102
-8.23261884499993,37.1337850570001,20398,ALBUFEIRA,68,0,0,2020/05/01 11:00:00,0801
-8.48117340799996,38.369755927,20399,ALCÁCER DO SAL,4,0,0,2020/05/01 11:00:00,1501
-8.68940854499994,39.472535807,20400,ALCANENA,7,0,0,2020/05/01 11:00:00,1402
-8.99041378399994,39.552672068,20401,ALCOBAÇA,27,0,0,2020/05/01 11:00:00,1001
-8.91614976199997,38.7352302,20402,ALCOCHETE,14,0,0,2020/05/01 11:00:00,1502
-9.03877699299994,39.0982177920001,20403,ALENQUER,19,0,0,2020/05/01 11:00:00,1101
-6.95122311299997,41.3499578510001,20404,ALFÂNDEGA DA FÉ,5,0,0,2020/05/01 11:00:00,0401
-7.4861754099999,41.3039180490001,20405,ALIJÓ,4,0,0,2020/05/01 11:00:00,1701
-9.19307693899998,38.6351475800001,20406,ALMADA,239,0,0,2020/05/01 11:00:00,1503
-6.91390771499994,40.623231054,20407,ALMEIDA,6,0,0,2020/05/01 11:00:00,0902
-8.57971310399995,39.1589294070001,20408,ALMEIRIM,14,0,0,2020/05/01 11:00:00,1403
-8.08431156699993,37.4751195010001,20409,ALMODÔVAR,8,0,0,2020/05/01 11:00:00,0202
-8.57072527399993,39.2410678210001,20410,ALPIARÇA,8,0,0,2020/05/01 11:00:00,1404
-8.39598386499995,39.8191333400001,20411,ALVAIÁZERE,24,0,0,2020/05/01 11:00:00,1002
-9.22940074499996,38.759739531,20412,AMADORA,301,0,0,2020/05/01 11:00:00,1115
-8.04192128499994,41.272478388,20413,AMARANTE,82,0,0,2020/05/01 11:00:00,1301
-8.34491249,41.6517003170001,20414,AMARES,43,0,0,2020/05/01 11:00:00,0301
-8.44285044899993,40.452565801,20415,ANADIA,37,0,0,2020/05/01 11:00:00,0103
-8.43889973199998,39.9344801460001,20416,ANSIÃO,6,0,0,2020/05/01 11:00:00,1003
-8.36429993799993,41.9029178700001,20417,ARCOS DE VALDEVEZ,66,0,0,2020/05/01 11:00:00,1601
-7.98485065399996,40.2290300810001,20418,ARGANIL,8,0,0,2020/05/01 11:00:00,0601
-8.25156474699997,40.928895201,20419,AROUCA,34,0,0,2020/05/01 11:00:00,0104
-9.09411979099997,38.974609022,20420,ARRUDA DOS VINHOS,5,0,0,2020/05/01 11:00:00,1102
-8.62817370799996,40.6416935880001,20421,AVEIRO,275,0,0,2020/05/01 11:00:00,0105
-8.89664346399996,39.1339689480001,20422,AZAMBUJA,11,0,0,2020/05/01 11:00:00,1103
-7.98932548199997,41.1573372070001,20423,BAIÃO,14,0,0,2020/05/01 11:00:00,1302
-8.6236398,41.5368588480001,20424,BARCELOS,211,0,0,2020/05/01 11:00:00,0302
-9.04506042799994,38.6286068260001,20425,BARREIRO,93,0,0,2020/05/01 11:00:00,1504
-8.76559447099993,39.637065143,20426,BATALHA,4,0,0,2020/05/01 11:00:00,1004
-7.85587373899995,37.9625676840001,20427,BEJA,10,0,0,2020/05/01 11:00:00,0205
-8.81125350599996,38.867825483,20428,BENAVENTE,28,0,0,2020/05/01 11:00:00,1405
-9.15771374799994,39.284202801,20429,BOMBARRAL,3,0,0,2020/05/01 11:00:00,1005
-8.42080560799997,41.544601035,20430,BRAGA,1079,0,0,2020/05/01 11:00:00,0303
-6.73521475899997,41.7712239430001,20431,BRAGANÇA,109,0,0,2020/05/01 11:00:00,0402
-7.95386464199993,41.5401255350001,20432,CABECEIRAS DE BASTO,17,0,0,2020/05/01 11:00:00,0304
-9.06755017899997,39.2348251990001,20433,CADAVAL,5,0,0,2020/05/01 11:00:00,1104
-9.08804628599995,39.407609451,20434,CALDAS DA RAINHA,19,0,0,2020/05/01 11:00:00,1006
-17.182340187,32.770294687,20435,CALHETA,5,0,0,2020/05/01 11:00:00,3101
-16.976537107,32.702567147,20436,CÂMARA DE LOBOS,34,0,0,2020/05/01 11:00:00,3102
-8.79074437499997,41.847697639,20437,CAMINHA,15,0,0,2020/05/01 11:00:00,1602
-8.63777573699997,40.3548601790001,20438,CANTANHEDE,51,0,0,2020/05/01 11:00:00,0602
-7.30798157799995,41.227913592,20439,CARRAZEDA DE ANSIÃES,5,0,0,2020/05/01 11:00:00,0403
-7.98796286099997,40.449474658,20440,CARREGAL DO SAL,12,0,0,2020/05/01 11:00:00,1802
-8.78957986099994,39.145729132,20441,CARTAXO,30,0,0,2020/05/01 11:00:00,1406
-9.40095515,38.725011174,20442,CASCAIS,338,0,0,2020/05/01 11:00:00,1105
-7.50191793599993,39.854942425,20443,CASTELO BRANCO,5,0,0,2020/05/01 11:00:00,0502
-8.30320223499996,41.018316,20444,CASTELO DE PAIVA,14,0,0,2020/05/01 11:00:00,0106
-7.93294567599997,40.9131280870001,20445,CASTRO DAIRE,102,0,0,2020/05/01 11:00:00,1803
-7.51696051399995,37.292643588,20446,CASTRO MARIM,3,0,0,2020/05/01 11:00:00,0804
-7.38502691,40.622260942,20447,CELORICO DA BEIRA,9,0,0,2020/05/01 11:00:00,0903
-8.03967073399997,41.4014378300001,20448,CELORICO DE BASTO,18,0,0,2020/05/01 11:00:00,0305
-8.38037963599993,39.2719878620001,20449,CHAMUSCA,9,0,0,2020/05/01 11:00:00,1407
-7.43699353599993,41.750213698,20450,CHAVES,25,0,0,2020/05/01 11:00:00,1703
-8.10301914,41.0352890890001,20451,CINFÃES,13,0,0,2020/05/01 11:00:00,1804
-8.44628443799996,40.2161326660001,20452,COIMBRA,416,0,0,2020/05/01 11:00:00,0603
-8.4997546499999,40.0987905850001,20453,CONDEIXA-A-NOVA,64,0,0,2020/05/01 11:00:00,0604
-8.44752562799994,38.9403653580001,20454,CORUCHE,36,0,0,2020/05/01 11:00:00,1409
-7.56272050499996,40.256631794,20455,COVILHÃ,7,0,0,2020/05/01 11:00:00,0503
-7.91323123,38.192522083,20456,CUBA,3,0,0,2020/05/01 11:00:00,0207
-7.22881381299993,38.9106302910001,20457,ELVAS,5,0,0,2020/05/01 11:00:00,1207
-8.47895351099993,39.464456012,20458,ENTRONCAMENTO,6,0,0,2020/05/01 11:00:00,1410
-8.6261922799999,40.9948388070001,20459,ESPINHO,76,0,0,2020/05/01 11:00:00,0107
-8.75822177699996,41.5471320340001,20460,ESPOSENDE,37,0,0,2020/05/01 11:00:00,0306
-8.57578489,40.7615444320001,20461,ESTARREJA,64,0,0,2020/05/01 11:00:00,0108
-7.87014704799998,38.533389787,20462,ÉVORA,19,0,0,2020/05/01 11:00:00,0705
-8.14838021799994,41.477144079,20463,FAFE,96,0,0,2020/05/01 11:00:00,0307
-7.91831926199995,37.0556576060001,20464,FARO,66,0,0,2020/05/01 11:00:00,0805
-8.20132092499995,41.35056122,20465,FELGUEIRAS,341,0,0,2020/05/01 11:00:00,1303
-8.80870783099994,40.168995481,20466,FIGUEIRA DA FOZ,27,0,0,2020/05/01 11:00:00,0605
-6.95948966199995,40.8846202930001,20467,FIGUEIRA DE CASTELO RODRIGO,3,0,0,2020/05/01 11:00:00,0904
-8.28232062699993,39.924920564,20468,FIGUEIRÓ DOS VINHOS,4,0,0,2020/05/01 11:00:00,1008
-16.9162432649999,32.674819959,20469,FUNCHAL,30,0,0,2020/05/01 11:00:00,3103
-7.48237208699993,40.121480961,20470,FUNDÃO,3,0,0,2020/05/01 11:00:00,0504
-8.08940924099994,40.102545934,20471,GÓIS,10,0,0,2020/05/01 11:00:00,0606
-8.48307961599994,41.109544919,20472,GONDOMAR,1010,0,0,2020/05/01 11:00:00,1304
-7.58047916899994,40.501237776,20473,GOUVEIA,18,0,0,2020/05/01 11:00:00,0906
-8.58161407099993,38.185692869,20474,GRÂNDOLA,8,0,0,2020/05/01 11:00:00,1505
-7.24488383099998,40.519773038,20475,GUARDA,20,0,0,2020/05/01 11:00:00,0907
-8.31577560899996,41.460777663,20476,GUIMARÃES,609,0,0,2020/05/01 11:00:00,0308
-28.700329935,38.578158568,20477,HORTA,6,0,0,2020/05/01 11:00:00,4701
-8.70011338499995,40.606175412,20478,ÍLHAVO,99,0,0,2020/05/01 11:00:00,0110
-25.5358674619999,37.745832254,20479,LAGOA,10,0,0,2020/05/01 11:00:00,4201
-8.72792659,37.1518399980001,20480,LAGOS,3,0,0,2020/05/01 11:00:00,0807
-7.82247679299996,41.080859939,20481,LAMEGO,33,0,0,2020/05/01 11:00:00,1805
-8.80243239799995,39.7896675900001,20482,LEIRIA,72,0,0,2020/05/01 11:00:00,1009
-9.15647596,38.737942796,20483,LISBOA,1496,0,0,2020/05/01 11:00:00,1106
-8.04691642699993,37.2252592520001,20484,LOULÉ,61,0,0,2020/05/01 11:00:00,0808
-9.15138004099998,38.8611177380001,20485,LOURES,393,0,0,2020/05/01 11:00:00,1107
-9.26942519099993,39.2463862320001,20486,LOURINHÃ,5,0,0,2020/05/01 11:00:00,1108
-8.22839677499996,40.1318418720001,20487,LOUSÃ,13,0,0,2020/05/01 11:00:00,0607
-8.27492147199996,41.2853556760001,20488,LOUSADA,210,0,0,2020/05/01 11:00:00,1305
-6.90643694599993,41.543467417,20489,MACEDO DE CAVALEIROS,21,0,0,2020/05/01 11:00:00,0405
-28.4628950659999,38.4858643060001,20490,MADALENA,5,0,0,2020/05/01 11:00:00,4602
-9.30864143599996,38.96122088,20491,MAFRA,71,0,0,2020/05/01 11:00:00,1109
-8.60156280499996,41.2447796100001,20492,MAIA,869,0,0,2020/05/01 11:00:00,1306
-7.72042355799994,40.594709433,20493,MANGUALDE,71,0,0,2020/05/01 11:00:00,1806
-7.52050891599993,40.3908480740001,20494,MANTEIGAS,3,0,0,2020/05/01 11:00:00,0908
-8.15808774399994,41.155840271,20495,MARCO DE CANAVESES,65,0,0,2020/05/01 11:00:00,1307
-8.95301348399994,39.7856948040001,20496,MARINHA GRANDE,16,0,0,2020/05/01 11:00:00,1010
-8.67174399199996,41.213012115,20497,MATOSINHOS,1142,0,0,2020/05/01 11:00:00,1308
-8.44091779099995,40.3539005530001,20498,MEALHADA,17,0,0,2020/05/01 11:00:00,0111
-8.21341273199994,42.049693469,20499,MELGAÇO,53,0,0,2020/05/01 11:00:00,1603
-8.75483868,40.4327910710001,20500,MIRA,4,0,0,2020/05/01 11:00:00,0608
-8.32746059499993,40.1047450250001,20501,MIRANDA DO CORVO,15,0,0,2020/05/01 11:00:00,0609
-6.35818414599993,41.510956988,20502,MIRANDA DO DOURO,7,0,0,2020/05/01 11:00:00,0406
-7.18763684099997,41.50872034,20503,MIRANDELA,17,0,0,2020/05/01 11:00:00,0407
-6.67011061199997,41.3335419040001,20504,MOGADOURO,3,0,0,2020/05/01 11:00:00,0408
-7.63822088499995,40.964411897,20505,MOIMENTA DA BEIRA,12,0,0,2020/05/01 11:00:00,1807
-9.00139556199997,38.6529181650001,20506,MOITA,69,0,0,2020/05/01 11:00:00,1506
-8.42657582299995,42.027389086,20507,MONÇÃO,98,0,0,2020/05/01 11:00:00,1604
-8.29654131199993,38.6487561600001,20508,MONTEMOR-O-NOVO,7,0,0,2020/05/01 11:00:00,0706
-8.65810567499994,40.214682614,20509,MONTEMOR-O-VELHO,15,0,0,2020/05/01 11:00:00,0610
-8.95935435299998,38.6957765380001,20510,MONTIJO,47,0,0,2020/05/01 11:00:00,1507
-8.25316894799994,40.4196285040001,20511,MORTÁGUA,7,0,0,2020/05/01 11:00:00,1808
-7.2874892299999,38.1336721,20512,MOURA,54,0,0,2020/05/01 11:00:00,0210
-7.44078109599997,41.4223181090001,20513,MURÇA,18,0,0,2020/05/01 11:00:00,1707
-8.67395069499997,40.75762775,20514,MURTOSA,9,0,0,2020/05/01 11:00:00,0112
-7.86577393299996,40.5266217240001,20515,NELAS,15,0,0,2020/05/01 11:00:00,1809
-25.2168119749999,37.8234152810001,20516,NORDESTE,12,0,0,2020/05/01 11:00:00,4202
-8.57687404699993,37.6075696280001,20517,ODEMIRA,4,0,0,2020/05/01 11:00:00,0211
-9.19907097799995,38.7978557340001,20518,ODIVELAS,232,0,0,2020/05/01 11:00:00,1116
-9.27618968599995,38.7169092550001,20519,OEIRAS,215,0,0,2020/05/01 11:00:00,1110
-7.81039150899994,37.0619001690001,20520,OLHÃO,13,0,0,2020/05/01 11:00:00,0810
-8.46819361699994,40.842381082,20521,OLIVEIRA DE AZEMÉIS,172,0,0,2020/05/01 11:00:00,0113
-8.23840377499994,40.7039670780001,20522,OLIVEIRA DE FRADES,9,0,0,2020/05/01 11:00:00,1810
-8.55103437,40.515716533,20523,OLIVEIRA DO BAIRRO,24,0,0,2020/05/01 11:00:00,0114
-7.86384149299994,40.3685520010001,20524,OLIVEIRA DO HOSPITAL,10,0,0,2020/05/01 11:00:00,0611
-8.57435847799997,39.69267842,20525,OURÉM,28,0,0,2020/05/01 11:00:00,1421
-8.61985292,40.8765625930001,20526,OVAR,565,0,0,2020/05/01 11:00:00,0115
-8.38011918399997,41.288522384,20527,PAÇOS DE FERREIRA,265,0,0,2020/05/01 11:00:00,1309
-8.80644193299997,38.617843593,20528,PALMELA,18,0,0,2020/05/01 11:00:00,1508
-8.39573265499996,41.1818975210001,20529,PAREDES,294,0,0,2020/05/01 11:00:00,1310
-8.57187435699996,41.9102666640001,20530,PAREDES DE COURA,7,0,0,2020/05/01 11:00:00,1605
-8.18272882499997,39.9351213320001,20531,PEDRÓGÃO GRANDE,3,0,0,2020/05/01 11:00:00,1013
-8.26729767199993,40.2974629240001,20532,PENACOVA,16,0,0,2020/05/01 11:00:00,0613
-8.29353547599993,41.150805522,20533,PENAFIEL,142,0,0,2020/05/01 11:00:00,1311
-8.36979259199995,40.0102130920001,20534,PENELA,3,0,0,2020/05/01 11:00:00,0614
-9.31939182099995,39.3389990590001,20535,PENICHE,10,0,0,2020/05/01 11:00:00,1014
-7.72669160199996,41.165210421,20536,PESO DA RÉGUA,51,0,0,2020/05/01 11:00:00,1708
-7.11026381699998,40.742321577,20537,PINHEL,22,0,0,2020/05/01 11:00:00,0910
-8.67772409499997,39.9266197090001,20538,POMBAL,52,0,0,2020/05/01 11:00:00,1015
-25.7288991259999,37.819299679,20539,PONTA DELGADA,8,0,0,2020/05/01 11:00:00,4203
-17.0938665159999,32.72272825,20540,PONTA DO SOL,6,0,0,2020/05/01 11:00:00,3105
-8.31011617599995,41.806712229,20541,PONTE DA BARCA,6,0,0,2020/05/01 11:00:00,1606
-8.58728008,41.757523679,20542,PONTE DE LIMA,23,0,0,2020/05/01 11:00:00,1607
-8.08239650499996,39.1879962610001,20543,PONTE DE SOR,3,0,0,2020/05/01 11:00:00,1213
-7.39943996799997,39.2694277730001,20544,PORTALEGRE,5,0,0,2020/05/01 11:00:00,1214
-7.6967261199999,38.301983039,20545,PORTEL,6,0,0,2020/05/01 11:00:00,0709
-8.58336393499997,37.191398737,20546,PORTIMÃO,35,0,0,2020/05/01 11:00:00,0811
-8.62165234199995,41.161641108,20547,PORTO,1234,0,0,2020/05/01 11:00:00,1312
-8.81714375699994,39.5581283610001,20548,PORTO DE MÓS,8,0,0,2020/05/01 11:00:00,1016
-16.343868533,33.066258706,20549,PORTO SANTO,5,0,0,2020/05/01 11:00:00,3201
-8.25256062799997,41.5882242810001,20550,PÓVOA DE LANHOSO,51,0,0,2020/05/01 11:00:00,0309
-8.71798188,41.419305782,20551,PÓVOA DE VARZIM,131,0,0,2020/05/01 11:00:00,1313
-7.47726892,38.396326232,20552,REGUENGOS DE MONSARAZ,5,0,0,2020/05/01 11:00:00,0711
-7.93983940199996,41.0760559890001,20553,RESENDE,62,0,0,2020/05/01 11:00:00,1813
-7.79696951799997,41.508854652,20554,RIBEIRA DE PENA,3,0,0,2020/05/01 11:00:00,1709
-8.90141978099996,39.328874581,20555,RIO MAIOR,15,0,0,2020/05/01 11:00:00,1414
-7.59880991499995,41.2525807310001,20556,SABROSA,7,0,0,2020/05/01 11:00:00,1710
-8.68761465599994,39.0466507200001,20557,SALVATERRA DE MAGOS,8,0,0,2020/05/01 11:00:00,1415
-8.11574662099997,40.4005526230001,20558,SANTA COMBA DÃO,9,0,0,2020/05/01 11:00:00,1814
-16.84120753,32.6903325050001,20559,SANTA CRUZ,5,0,0,2020/05/01 11:00:00,3108
-8.5108260499999,40.967152583,20560,SANTA MARIA DA FEIRA,399,0,0,2020/05/01 11:00:00,0109
-8.72895002399997,39.3370532070001,20561,SANTARÉM,74,0,0,2020/05/01 11:00:00,1416
-8.5682732399999,37.953377969,20562,SANTIAGO DO CACÉM,15,0,0,2020/05/01 11:00:00,1509
-8.44426729899993,41.3207422450001,20563,SANTO TIRSO,349,0,0,2020/05/01 11:00:00,1314
-8.49069668799996,40.8956721870001,20564,SÃO JOÃO DA MADEIRA,62,0,0,2020/05/01 11:00:00,0116
-8.09465289799994,40.8164173550001,20565,SÃO PEDRO DO SUL,6,0,0,2020/05/01 11:00:00,1816
-28.316777848,38.495596011,20566,SÃO ROQUE DO PICO,3,0,0,2020/05/01 11:00:00,4603
-7.67405696,40.770318655,20567,SÁTÃO,7,0,0,2020/05/01 11:00:00,1817
-7.71936877899998,40.3779322240001,20568,SEIA,13,0,0,2020/05/01 11:00:00,0912
-9.10889166699997,38.6048511120001,20569,SEIXAL,165,0,0,2020/05/01 11:00:00,1510
-7.50716996699998,40.909978048,20570,SERNANCELHE,4,0,0,2020/05/01 11:00:00,1818
-7.48958461499996,37.933233366,20571,SERPA,18,0,0,2020/05/01 11:00:00,0213
-8.09883109499998,39.8245699670001,20572,SERTÃ,4,0,0,2020/05/01 11:00:00,0509
-9.11995197699997,38.49498078,20573,SESIMBRA,19,0,0,2020/05/01 11:00:00,1511
-8.88785857699997,38.5162025820001,20574,SETÚBAL,60,0,0,2020/05/01 11:00:00,1512
-8.3517698599999,40.724181748,20575,SEVER DO VOUGA,32,0,0,2020/05/01 11:00:00,0117
-8.34590362799997,37.2704221390001,20576,SILVES,22,0,0,2020/05/01 11:00:00,0813
-9.35759928299996,38.8231430590001,20577,SINTRA,595,0,0,2020/05/01 11:00:00,1111
-8.62013186199994,40.0668475,20578,SOURE,21,0,0,2020/05/01 11:00:00,0615
-8.01507739499993,40.334304289,20579,TÁBUA,30,0,0,2020/05/01 11:00:00,0616
-7.73235419299994,37.2251364620001,20580,TAVIRA,30,0,0,2020/05/01 11:00:00,0814
-8.19111412399997,41.7390901420001,20581,TERRAS DE BOURO,8,0,0,2020/05/01 11:00:00,0310
-8.38677468699996,39.603141803,20582,TOMAR,11,0,0,2020/05/01 11:00:00,1418
-8.12273667499994,40.5434714740001,20583,TONDELA,12,0,0,2020/05/01 11:00:00,1821
-7.01694297199998,41.1725814810001,20584,TORRE DE MONCORVO,23,0,0,2020/05/01 11:00:00,0409
-8.55044329,39.505887622,20585,TORRES NOVAS,12,0,0,2020/05/01 11:00:00,1419
-9.26065643799996,39.1049467450001,20586,TORRES VEDRAS,29,0,0,2020/05/01 11:00:00,1113
-7.33477547599995,40.7914059880001,20587,TRANCOSO,15,0,0,2020/05/01 11:00:00,0913
-8.56724672,41.3111358020001,20588,TROFA,139,0,0,2020/05/01 11:00:00,1318
-8.68962428099996,40.51561457,20589,VAGOS,19,0,0,2020/05/01 11:00:00,0118
-8.33595427699993,40.833481572,20590,VALE DE CAMBRA,136,0,0,2020/05/01 11:00:00,0119
-8.60635103699997,41.9983694590001,20591,VALENÇA,7,0,0,2020/05/01 11:00:00,1608
-8.49428629699997,41.2064478550001,20592,VALONGO,729,0,0,2020/05/01 11:00:00,1315
-7.34124394699995,41.6118824370001,20593,VALPAÇOS,6,0,0,2020/05/01 11:00:00,1712
-28.1511754369999,38.683382296,20594,VELAS,5,0,0,2020/05/01 11:00:00,4502
-8.51475817299996,38.6551898220001,20595,VENDAS NOVAS,6,0,0,2020/05/01 11:00:00,0712
-8.75949017599993,41.717139123,20596,VIANA DO CASTELO,160,0,0,2020/05/01 11:00:00,1609
-8.10401599099993,41.6314020520001,20597,VIEIRA DO MINHO,28,0,0,2020/05/01 11:00:00,0311
